Placename@tr	Lead entry?	ottgaz_id	Placename@ota	Placename_2@tr	Placename_2@ota	Placename_3@tr	Placename_3@ota	Placename_4@tr	Placename_5@tr	Placename_notes@tr	Place_type	Ott_or_not	Wikidata_url	Sequence	Unit	StartDate	StartPeriod	EndDate	UnitNotes	belongsTo4	belongsTo3	belongsTo2	belongsTo1	belongsTo1_code
														2	Kaza	1614	http://n2t.net/ark:/99152/p0pf2qbv3zv	1902	 	 	 	Sayda	Sayda eyâleti	 
														3	Kaza	1902	http://n2t.net/ark:/99152/p0pf2qbx98x	 	 	 	 	Beyrut	Beyrut vilâyeti	 
Sürcü	y	7444	سورجی								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	 	 	 	Akra	Musul	Irak	 
Şure	y	7445	شوره								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	 	Pütürge’nin Doğanyol bucağı bölgesinde idi.	 	Kâhta	Gerger maa Kâhta	Rum eyâleti	155
Şure Maa Bucak	y	7446	شوره مع بوجاق								http://www.geonames.org/ontology#A.ADMD			1	Kaza	1846	http://n2t.net/ark:/99152/p0pf2qb8jmh	 	 	 	Malatya	Harput	Harput eyâleti	130
Sürgü	y	15485	سورکی								http://www.geonames.org/ontology#A.ADMD	Republic of Turkey		1	Nahiye	1924	Turkish Republic	1946	 	 	 	Akçadağ	Malatya	 
														2	Nahiye	1946	Turkish Republic	 	 	 	 	Doğanşehir	Malatya	 
Sürgücü	y	7447	سورکيجی								http://www.geonames.org/ontology#A.ADMD			1	Kaza	19. yy.	http://n2t.net/ark:/99152/p0pf2qb8jmh	1924	 	 	 	Mardin	Diyarbakır eyâleti	121
														2	Nahiye	1924	Turkish Republic	 	 	 	 	Savur	Mardin	 
Suri̇ye	y	168	سوريه	Şam							http://www.geonames.org/ontology#A.ADMD			1	Vilâyet	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	 	 	Suriye vilâyeti	168
														2	Ülke	 	 	 	 	 	 	 	Suriye	 
Sürmeli̇	y	20167	سورمه لی								http://www.geonames.org/ontology#A.ADMD	Not		1	Kaza	 	 	 	 	 	 	Erivan	Rusya	 
														2	Kaza	 	 	 	 	 	 	Erivan	Ermenistan	 
Sürmene	y	11341	سورمنه								http://www.geonames.org/ontology#P.PPLG			1	Nahiye	~1530	http://n2t.net/ark:/99152/p0pf2qb689b	1585	 	 	Merkez	Trabzon	Rum eyâleti	155
														2	Kaza	1585	http://n2t.net/ark:/99152/p0pf2qbb9h8	1868	 	 	 	Trabzon	Trabzon eyâleti	 
														3	Kaza	1868	http://n2t.net/ark:/99152/p0pf2qbtdts	1924	 	 	 	Trabzon	Trabzon vilâyeti	 
														4	Kaza	1924	Turkish Republic	 	 	 	 	 	Trabzon	 
Sürtaş	y	7448	سورطاش								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1879	http://n2t.net/ark:/99152/p0pf2qbx98x	 	 	 	Mamuretülhamid	Süleymaniye	Musul	 
Suruç	y	1593	سروج	Cisr-i Suruç							http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1517	http://n2t.net/ark:/99152/p0pf2qbznht	16. yy.	 	 	 	Birecik	Arap vilâyeti	103
														2	Sancak	16. yy.	http://n2t.net/ark:/99152/p0pf2qb689b	1846	 	 	 	 	Rakka eyâleti	 
														3	Kaza	1846	http://n2t.net/ark:/99152/p0pf2qb8jmh	1867	 	 	 	Rakka	Halep eyâleti	 
														4	Kaza	1867	http://n2t.net/ark:/99152/p0pf2qbtdts	1824	 	 	 	Urfa	Halep vilâyeti	 
														5	Kaza	1824	http://n2t.net/ark:/99152/p0pf2qbzg6v	 	 	 	 	 	Şanlıurfa	 
Sürüçek	y	7449	سروچک								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	 	 	 	Gülanber	Musul	Irak	 
Sürüçek Maa Kızılca	y	1475	سروچک مع قزيلجه								http://www.geonames.org/ontology#A.ADMD			1	Sancak	16. yy.	http://n2t.net/ark:/99152/p0pf2qb689b	1830	 	 	 	 	Şehrizor eyâleti	161
														2	Kaza	1830	http://n2t.net/ark:/99152/p0pf2qbzg6v	 	 	 	 	Süleymaniye	Bağdad maa Şehrizor eyâleti	 
Sürüs	y	7450	سروس								http://www.geonames.org/ontology#A.ADMD			1	Kaza	 	 	 	 	 	 	Trablusgarb	Libya	 
Susa	y	11342	سوسه								http://www.geonames.org/ontology#P.PPLG		https://www.wikidata.org/wiki/Q180717	1	Şehir	1574	http://n2t.net/ark:/99152/p0pf2qbb9h8	 	 	 	 	Kayrevan	Tunus eyâleti	173
Şuşa	y	11343	شوشه								http://www.geonames.org/ontology#P.PPLG			1	Başkent	1724	http://n2t.net/ark:/99152/p0pf2qbv754	1814	 	 	 	 	Karabağ (Aran) hanlığı	 
														2	Kaza	 	 	 	 	 	 	Gence	Azerbaycan	 
Suşehri̇	y	11344	صوشهری	Andriyas							http://www.geonames.org/ontology#P.PPLG			1	Nahiye	~1530	http://n2t.net/ark:/99152/p0pf2qb689b	1860	 	 	Merkez	Karahisar-ı Şarkî	Rum eyâleti	155
														2	Kaza	1860	http://n2t.net/ark:/99152/p0pf2qb8jmh	~1863	 	 	 	Karahisar-ı Şarkî	Trabzon eyâleti	 
														3	Kaza	~1863	http://n2t.net/ark:/99152/p0pf2qb8jmh	1924	 	 	 	Karahisar-ı Şarkî	Sivas vilâyeti	 
														4	Kaza	1924	Turkish Republic	1934	 	 	 	 	Şebinkarahisar	 
														5	Kaza	1934	Turkish Republic	 	 	 	 	 	Sivas	 
Susurluk	y	11345	صوصغيرلق	Fırt	فرط						http://www.geonames.org/ontology#P.PPLG			1	Nahiye	1867	http://n2t.net/ark:/99152/p0pf2qbtdts	1926	 	 	Merkez	Karesi	Hudavendigâr vilâyeti	133
														2	Kaza	1926	Turkish Republic	 	 	 	 	 	Balıkesir	 
Susuz	y	15241	صوسز								http://www.geonames.org/ontology#P.PPLG	Republic of Turkey		1	Nahiye	1926	Turkish Republic	1959	 	 	 	Merkez	Kars	 
														2	Kaza	1959	Turkish Republic	 	 	 	 	 	Kars	 
Susuz	y	11346	صوسز								http://www.geonames.org/ontology#P.PPLG			1	Nahiye merkezi	 	 	 	 	 	Boyalı	Araç	Kastamonu	 
Susuzmüselli̇m	y	7451	صوسز مسلم								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	 	 	 	 	Hayrabolu	Tekirdağ	 
Sütçüler	y	7452	سودجيلر	Cebel	جبل	Pavlı	پاولو				http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1868	http://n2t.net/ark:/99152/p0pf2qbtdts	1924	 	 	Eğirdir	Hamid	Konya vilâyeti	144
														2	Nahiye	1924	Turkish Republic	1938	 	 	 	Eğirdir	Isparta	 
														3	Kaza	1938	Turkish Republic	 	 	 	 	 	Isparta	 
Sütlüce	y	11347	سودليجه	Kâhmut		Tüllük					http://www.geonames.org/ontology#P.PPLG			1	Köy	 	 	1865	 	 	Pah	Mazgirt	Elâzığ	 
														2	Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	 	Merkez	Tunceli	 
Suvarlı	y	15486	صووارلی								http://www.geonames.org/ontology#A.ADMD	Republic of Turkey		1	Nahiye	1926	Turkish Republic	1933	 	 	 	Besni	Gaziantep	 
														2	Nahiye	1933	Turkish Republic	1954	 	 	 	Besni	Malatya	 
														3	Nahiye	1954	Turkish Republic	 	 	 	 	Besni	Adıyaman	 
Süveyda	y	7453	سويده	Cebeli Dür.z							http://www.geonames.org/ontology#A.ADMD			1	Kaza	 	 	 	 	 	 	Havran	Suriye vilâyeti	168
Süveydi̇ye	y	7454	سويديه								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1517	http://n2t.net/ark:/99152/p0pf2qbznht	1865	 	 	 	Halep	Arap vilâyeti	103
														2	Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1939	 	 	Antakya	Halep	Halep vilâyeti	 
														3	Kaza merkezi	1939	Turkish Republic	 	 	 	 	Samandağı	Hatay	 
Süveyş	y	1476	سويش								http://www.geonames.org/ontology#A.ADMD			1	Sancak	1686	http://n2t.net/ark:/99152/p0pf2qbk5vq	1876	 	 	 	 	Mısır eyâleti	149
														2	Kaza	1876	http://n2t.net/ark:/99152/p0pf2qbx98x	 	 	 	 	 	Mısır eyâleti	 
														3	Muhafızlık	 	 	 	 	 	 	 	Mısır hidiviyeti	 
Şuvi̇run	y	20168	شويرون								http://www.geonames.org/ontology#A.ADMD	Not		1	Eyâlet	 	 	 	kontluk	 	 	 	Macaristan	 
Suyolukurası	y	7455	صويولی قراسی	Kemerburgaz							http://www.geonames.org/ontology#A.ADMD			1	Kaza	1852	http://n2t.net/ark:/99152/p0pf2qb8jmh	1870	 	 	 	Kaza-yı Erbaa	Edirne eyâleti	122
														2	Kaza	1870	http://n2t.net/ark:/99152/p0pf2qbtdts	1878	 	 	 	 	Zabtiye Müşiriyeti	 
														3	Nahiye	 	 	 	Suyolu lağvedilip Kemerburgaz nahiye olarak Eyüp ilçesine bağlıdır.	 	 	Küçükçekmece	Şehremâneti	 
Suzebolu	y	8098	سوزه بولی											1	Kasaba	 	 	1908	 	 	Merkez	Bergos	Rumeli-i Şarkî	 
														2	Kaza	1908	http://n2t.net/ark:/99152/p0pf2qbx98x	 	 	 	 	Burgaz	Bulgaristan	 
Ta‘i̇zz	y	290	تعز								http://www.geonames.org/ontology#A.ADMD		https://www.wikidata.org/wiki/Q466216	1	Sancak	1545	http://n2t.net/ark:/99152/p0pf2qb689b	1560	 	 	 	 	Yemen eyâleti	181
														2	Eyâlet merkezi	1560	http://n2t.net/ark:/99152/p0pf2qb689b	1873	 	 	 	 	Yemen eyâleti	 
														3	Sancak	1873	http://n2t.net/ark:/99152/p0pf2qbtdts	1899	 	 	 	 	Yemen eyâleti	 
														4	Vilâyet	1899	http://n2t.net/ark:/99152/p0pf2qbx98x	 	 	 	 	 	Taizz vilâyeti	 
Taban	n	11348	طبان	TABANKÖY							http://www.geonames.org/ontology#P.PPLG			1	Nahiye	 	 	 	 	 	 	Gönen	Balıkesir	 
														2	Köy	 	 	 	 	 	Merkez	Yenice	Çanakkale	 
Tabanlı	y	7456	طبانلی	Aşiret-i Tabanlı							http://www.geonames.org/ontology#A.ADMD			1	Kaza	1841	http://n2t.net/ark:/99152/p0pf2qb8jmh	1849	 	 	 	Ankara	Ankara eyâleti	102
														2	Kaza	1849	http://n2t.net/ark:/99152/p0pf2qb8jmh	 	 	 	 	Ankara	Bozok eyâleti	 
														3	Nahiye	 	 	 	1912’de mevcut idi. Sonraları lağvedilmiş.	 	Bâlâ	Ankara	Ankara vilâyeti	 
Taberi̇ye	y	7457	طبريه								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1517	http://n2t.net/ark:/99152/p0pf2qbznht	1660	 	 	 	Safed	Arap vilâyeti	103
														2	Kaza	1660	http://n2t.net/ark:/99152/p0pf2qbk5vq	1865	 	 	 	Akka	Sayda eyâleti	 
														3	Kaza	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1888	 	 	 	Akka	Suriye vilâyeti	 
														4	Kaza	1888	http://n2t.net/ark:/99152/p0pf2qbx98x	 	 	 	 	Akka	Beyrut vilâyeti	 
Tabi̇ye	y	7458	طابيه								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	18. yy.	http://n2t.net/ark:/99152/p0pf2qbhtsm	 	 	 	Sirt	Humus	Trablusgarb	 
Tabraka	y	8099	طبرقه											1	Kasaba	 	 	 	 	 	 	 	Tunus	 
Tacura	y	11349	تاجوره								http://www.geonames.org/ontology#P.PPLG			1	Nahiye	 	 	 	 	 	Merkez	Trablusgarb	Libya	 
Tafi̇le	y	7459	طفيله								http://www.geonames.org/ontology#A.ADMD			1	Kaza	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	 	Kerek	Suriye vilâyeti	168
Taflan	y	15242	تفلان								http://www.geonames.org/ontology#P.PPLG	Republic of Turkey		1	Nahiye	 	 	 	 	 	 	Merkez	Samsun	 
Tahir	n	11350	طاهر	ARGUVAN							http://www.geonames.org/ontology#P.PPLG			1	Nahiye	1873	http://n2t.net/ark:/99152/p0pf2qbtdts	1924	 	 	Keban	Mamûretülaziz	Mamûretülaziz	 
														2	Nahiye	1924	Turkish Republic	1954	 	 	 	Merkez	Malatya	 
														3	Kaza	1954	Turkish Republic	 	 	 	 	 	Malatya	 
Tahi̇r	y	15487	طاهر								http://www.geonames.org/ontology#A.ADMD	Republic of Turkey		1	Nahiye	1938	Turkish Republic	 	 	 	 	Eleşkirt	Ağrı	 
Tahmasi̇ye	y	7460	طهماسيه								http://www.geonames.org/ontology#A.ADMD			1	Kaza	1851	http://n2t.net/ark:/99152/p0pf2qb8jmh	 	 	 	 	Divaniye	Bağdad maa Şehrizor eyâleti	107
Tahret	y	8100	تاهرت	Tiaret										1	Kasaba	 	 	 	 	 	 	Vehran	Cezayir	 
Tahta	y	7461	طحطا								http://www.geonames.org/ontology#A.ADMD			1	Kaza	 	 	 	 	 	 	Circa	Mısır	 
Tahtaköprü	y	7462	تخته کوپری								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	 	 	 	 	İnegöl	Bursa	 
Tahtattari̇k	y	7463	تحت الطريق								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	~1530	http://n2t.net/ark:/99152/p0pf2qb689b	~1590	 	 	İskilip	Çorum	Rum eyâleti	155
														2	Kaza	~1590	http://n2t.net/ark:/99152/p0pf2qbb9h8	 	 	 	 	Çorum	Rum eyâleti	 
Tahtattari̇k Maa Fevkattari̇k	y	7464	تحت الطريق مع فوق الطريق								http://www.geonames.org/ontology#A.ADMD			1	Kaza	1847	http://n2t.net/ark:/99152/p0pf2qb8jmh	 	 	 	 	Çorum-Amasya	Sivas eyâleti	166
Tai̇f	y	7465	طائف								http://www.geonames.org/ontology#A.ADMD		https://www.wikidata.org/wiki/Q182640	1	Kaza	1855	http://n2t.net/ark:/99152/p0pf2qb8jmh	1876	 	 	 	Mekke	Habeş eyâleti	128
														2	Kasaba	1876	http://n2t.net/ark:/99152/p0pf2qbx98x	 	 	 	Mekke	Mekke	Hicaz vilâyeti	 
														3	Şehir	 	 	 	 	 	 	 	S. Arabistan	 
Taka	y	7466	طاقه	Kessale							http://www.geonames.org/ontology#A.ADMD			1	Müdiriyet	 	 	 	 	 	 	Sudan-ı Mısrî	Mısır	 
Takmak	n	7467	طاقماق	EŞME		Elvanyar					http://www.geonames.org/ontology#A.ADMD			1	Kaza	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1924	 	 	 	Manisa	Aydın vilâyeti	104
														2	Kaza	1924	Turkish Republic	1953	 	 	 	 	Manisa	 
														3	Kaza	1953	Turkish Republic	 	 	 	 	 	Uşak	 
Talanti̇	y	20293	تالانتی									Not		1	Kasaba	 	 	 	Ağrıboz adaları yakınında.	 	 	 	Yunanistan	 
Talas	y	15243	طلاس								http://www.geonames.org/ontology#P.PPLG	Republic of Turkey		1	Nahiye	 	 	~1990	 	 	 	Merkez	Kayseri	 
														2	Kaza	~1990	Turkish Republic	 	 	 	 	 	Kayseri	 
Taman	y	1477	طمان	Halbinsel Taman						Yarımada. Kafkasya’nın batı uzantısına verilen ad. Azak denizine açılan boğaza da aynı ad verilir.	http://www.geonames.org/ontology#A.ADMD			1	Sancak	17. yy.	http://n2t.net/ark:/99152/p0pf2qbk5vq	 	 	 	 	 	Kefe eyâleti	143
Tamraş	y	7468	طمراش								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1867	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	Rupçoz	Drama	Selânik vilâyeti	163
Tamzara	y	11351	تمزره								http://www.geonames.org/ontology#P.PPLG			1	Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	Merkez	Karahisar-ı Şarkî	Sivas vilâyeti	166
														2	Mahalle	 	 	 	 	 	 	İlçe merkezi	Şebinkarahisar	 
Tanır	y	11352	طانور								http://www.geonames.org/ontology#P.PPLG			1	Köy	 	 	 	 	 	Afşin	Elbistan	Maraş	 
														2	Nahiye	 	 	 	 	 	 	Afşin	Kahramanmaraş	 
Tanta	y	11353	طنطه								http://www.geonames.org/ontology#P.PPLG		https://www.wikidata.org/wiki/Q271771	1	Müdiriyet merkezi	 	 	 	 	 	 	Garbiya	Mısır hidiviyeti	 
Tantura	y	8101	طانطوره											1	Köy	 	 	 	Finikeliler ve Romalılar tarafından tahrip edilmiş tarihî bir şehir.	 	Yafa	Kudüs	Filistin	 
Tanyeri̇	y	11354	طان يری	Selepür	سله پور						http://www.geonames.org/ontology#P.PPLG			1	Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1924	 	 	Merkez	Erzincan	Erzurum vilâyeti	125
														2	Nahiye	1924	Turkish Republic	~1990	 	 	 	Merkez	Erzincan	 
														3	Nahiye	~1990	Turkish Republic	 	 	 	 	Üzümlü	Erzincan	 
Tanzi	n	8102	طانزی	KAVAKÖZÜ										1	Köy	 	 	 	Tarihi bir köydür. Hz. Ömer zamanında fethinden önce burası bir hük.met merkezi imiş.	 	Bağgöze	Eruh	Siirt	 
Tapan	y	7469	طپان	Kırıkuşağı							http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	 	Lağvedildi. Köyleri merkez bucağına bağlandı.	 	 	Feke	Adana	 
Taraklı	y	7470	طراقلی								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1878	http://n2t.net/ark:/99152/p0pf2qbx98x	1924	 	 	 	Geyve	İzmit sancağı	 
														2	Nahiye	1924	Turkish Republic	1854	 	 	 	Geyve	Kocaeli	 
														3	Nahiye	1854	http://n2t.net/ark:/99152/p0pf2qb8jmh	~1990	 	 	 	Geyve	Sakarya	 
														4	Kaza	~1990	Turkish Republic	 	 	 	 	 	Sakarya	 
Taraksu	y	7472	طراقسو	Gölyurt							http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1875	http://n2t.net/ark:/99152/p0pf2qbtdts	1924	 	 	Pütürge	Mamûretülaziz	Mamûretülaziz vilâyeti	147
														2	Nahiye	1924	Turkish Republic	1954	 	 	 	Pütürge	Malatya	 
														3	Nahiye	1954	Turkish Republic	 	 	 	 	Gerger	Adıyaman	 
Taralat	y	1478	ترالات								http://www.geonames.org/ontology#A.ADMD			1	Sancak	1578	http://n2t.net/ark:/99152/p0pf2qbb9h8	 	 	 	 	 	Çıldır eyâleti	119
Taran	y	20294	تاران									Not		1	Ada	 	 	 	Kızıldenizde Akabe körfezi girişinde.	 	 	 	S. Arabistan	 
Taratur Maa Sürücek	y	7473	طراتور مع سروجک								http://www.geonames.org/ontology#A.ADMD			1	Kaza	1855	http://n2t.net/ark:/99152/p0pf2qb8jmh	 	 	 	 	Süleymaniye	Bağdad maa Şehrizor eyâleti	107
Tarhala	y	7474	ترحاله								http://www.geonames.org/ontology#A.ADMD			1	Kaza	~1530	http://n2t.net/ark:/99152/p0pf2qb689b	 	 	 	 	Hudavendigâr	Anadolu eyâleti	101
Tarhala	n	8103	ترحاله	DARKALE		Altınlı								1	Köy	 	 	 	 	 	Merkez	Soma	Manisa	 
Tarhala Maa Soma	y	7475	ترحاله مع صوما								http://www.geonames.org/ontology#A.ADMD			1	Kaza	1847	http://n2t.net/ark:/99152/p0pf2qb8jmh	 	 	 	 	Karesi	Hudavendigâr eyâleti	133
Tarhanyat	y	7476	ترخانيات								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	 	Tarhanyat’ın Ahihızır, Bazarbaşı, Camiikebir, Menemenli ve Nasrullah mahalleri şimdi Menemen ilçe merkezinde birer mahalledir.	 	Menemen	Saruhan	Anadolu eyâleti	101
Tarhû	y	8104	تارخو	Semender										1	Kasaba	 	 	 	Bender’in kuzeyinde ve Kalmuk hanlarının merkezi idi.	 	 	Dağıstan	Kafkasya	 
Tarhûne	y	7477	تارخونه								http://www.geonames.org/ontology#A.ADMD			1	Kaza	 	 	 	 	 	Trablusgarb	Trablusgarb	Libya	 
Tarîk-ı Horasan	n	1479	طريق خراسان	HORASAN		Bakuba					http://www.geonames.org/ontology#A.ADMD			1	Sancak	1779	http://n2t.net/ark:/99152/p0pf2qbv3ff	1867	 	 	 	 	Bağdad maa Şehrizor eyâleti	107
														2	Kaza	1867	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	 	Bağdad	Bağdad vilâyeti	 
Tari̇m	y	8105	تاريم	Terim										1	Kasaba	 	 	 	 	 	 	 	Hadramut	 
Tarko	y	20169	تارقو	Dargo							http://www.geonames.org/ontology#A.ADMD	Not		1	Hanlık	 	 	 	 	 	 	Dağıstan	Rusya	 
Tarnopol	y	1480	تارنوپول								http://www.geonames.org/ontology#A.ADMD	Not		1	Sancak	 	 	 	 	 	 	Galiçya	Avusturya-Macaristan	 
Tarnow	y	20170	تارنوف								http://www.geonames.org/ontology#A.ADMD	Not		1	Kaza	 	 	 	 	 	 	Galiçya	Avusturya-Macaristan	 
														2	Kaza	 	 	 	 	 	 	Galiçya	Polonya	 
Tarrâne	y	1481	طرانه								http://www.geonames.org/ontology#A.ADMD			1	Sancak	1520	http://n2t.net/ark:/99152/p0pf2qb689b	1590	 	 	 	 	Mısır eyâleti	149
														2	Kaza	1590	http://n2t.net/ark:/99152/p0pf2qbb9h8	1591	 	 	 	Buhayra	Mısır eyâleti	 
														3	Sancak	1744	http://n2t.net/ark:/99152/p0pf2qbhtsm	 	 	 	 	 	Mısır eyâleti	 
Tarsus	y	1482	طرسوس								http://www.geonames.org/ontology#A.ADMD			1	Sancak	1517	http://n2t.net/ark:/99152/p0pf2qbznht	1571	 	 	 	 	Arap vilâyeti	103
														2	Sancak	1571	http://n2t.net/ark:/99152/p0pf2qb8jrp	1608	 	 	 	 	Kıbrıs eyâleti	 
														3	Sancak	1608	http://n2t.net/ark:/99152/p0pf2qbv3zv	1732	 	 	 	 	Adana eyâleti	 
														4	Sancak	1732	http://n2t.net/ark:/99152/p0pf2qbhtsm	1865	 	 	 	 	Kıbrıs eyâleti	 
														5	Sancak	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1866	 	 	 	 	Halep vilâyeti	 
														6	Sancak	1866	http://n2t.net/ark:/99152/p0pf2qbtdts	1890	 	 	 	 	Adana vilâyeti	 
														7	Kaza	1890	http://n2t.net/ark:/99152/p0pf2qbx98x	1933	 	 	 	Mersin	Adana vilâyeti	 
														8	Kaza	1933	Turkish Republic	2005	 	 	 	 	İçel	 
														9	Kaza	2005	Turkish Republic	 	 	 	 	 	Mersin	 
Tartus	y	7478	طرطوس								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1517	http://n2t.net/ark:/99152/p0pf2qbznht	1847	 	 	 	Trablus	Arap vilâyeti	103
														2	Kaza	1847	http://n2t.net/ark:/99152/p0pf2qb8jmh	1888	 	 	 	Trablusşam	Sayda eyâleti	 
														3	Kaza	1888	http://n2t.net/ark:/99152/p0pf2qbx98x	 	 	 	 	Trablusşam	Beyrut vilâyeti	 
Taşağıl	y	11355	طاش آغيل								http://www.geonames.org/ontology#P.PPLG			1	Nahiye merkezi	 	 	 	 	 	Karacaoğlan	Babaeski	Kırklareli	 
Taşağıl	y	7480	طاش آغيل								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1915	http://n2t.net/ark:/99152/p0pf2qb3rtq	 	 	 	 	Manavgat	Antalya	 
Taşburun	y	7481	طاش برون	Cennetâbâd							http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	1995	 	 	 	Iğdır	Kars	 
														2	Nahiye	1995	Turkish Republic	 	 	 	 	Karakoyunlu	Iğdır	 
Taşçı	y	11356	طاشجی								http://www.geonames.org/ontology#P.PPLG			1	Nahiye merkezi	 	 	 	 	 	Bakırdağı	Develi	Kayseri	 
Taşdelen	y	7482	طاش دلن	Mutmur	موطمور						http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1877	http://n2t.net/ark:/99152/p0pf2qbx98x	1924	 	 	Arapkir	Mamûretülaziz	Mamûretülaziz vilâyeti	147
														2	Nahiye	1924	Turkish Republic	 	 	 	 	Arapkir	Malatya	 
Taşi̇l	y	7483	طاش ايل							Kâhta’nın Akıncılar ve Narince bucağı bölgesinde.	http://www.geonames.org/ontology#A.ADMD			1	Nahiye	~1530	http://n2t.net/ark:/99152/p0pf2qb689b	 	 	 	Gerger	Gerger-Kâhta	Rum eyâleti	155
Taşi̇li̇	y	7484	طاش ايلی								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	~1530	http://n2t.net/ark:/99152/p0pf2qb689b	 	 	 	Edincik	Hudavendigâr	Anadolu eyâleti	101
Taşi̇r	y	1483	طاشير								http://www.geonames.org/ontology#A.ADMD			1	Sancak	~1600	http://n2t.net/ark:/99152/p0pf2qb5mst	 	 	 	 	 	Çıldır eyâleti	119
Taşkent	y	15488	طاش کند	Pirluganda							http://www.geonames.org/ontology#A.ADMD	Republic of Turkey		1	Nahiye	 	 	~1990	 	 	 	Hadım	Konya	 
														2	Kaza	~1990	Turkish Republic	 	 	 	 	 	Konya	 
Taşkesen	y	11357	طاش کسان								http://www.geonames.org/ontology#P.PPLG			1	Nahiye	 	 	 	 	 	 	Hınıs	Erzurum	 
														2	Köy	 	 	 	 	 	Merkez	Tekman	Erzurum	 
Taşköprü	y	15244	طاش کوپری								http://www.geonames.org/ontology#P.PPLG	Republic of Turkey		1	Köy	 	 	 	 	 	Merkez	Merkez	Eskişehir	 
														2	Nahiye merkezi	 	 	 	 	 	Hekimdağ	Merkez	Eskişehir	 
Taşköprü	y	7485	طاش کوپری								http://www.geonames.org/ontology#A.ADMD			1	Kaza	1841	http://n2t.net/ark:/99152/p0pf2qb8jmh	1865	 	 	 	Kastamonu	Anadolu eyâleti	101
														2	Kaza	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1924	 	 	 	Kastamonu	Kastamonu vilâyeti	 
														3	Kaza	1924	Turkish Republic	 	 	 	 	 	Kastamonu	 
Taşköprü	y	7486	طاش کوپری	Karayakuplu							http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	 	Lağvedilmiş.	 	 	Gebze	Kocaeli	 
Taşlı	y	7487	طاشلی								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1919	 	 	Sultanyeri	Gümülcine	Edirne vilâyeti	122
														2	Nahiye	1919	http://n2t.net/ark:/99152/p0pf2qbw2zt	 	 	 	Sultanyeri	Gümülcine	Yunanistan	 
Taşlıca	y	1484	طاشليجه	Pljevlja							http://www.geonames.org/ontology#A.ADMD			1	Sancak	1866	http://n2t.net/ark:/99152/p0pf2qbtdts	1880	 	 	 	 	Bosna vilâyeti	113
														2	Sancak	1880	http://n2t.net/ark:/99152/p0pf2qbx98x	1913	 	 	 	 	Kosova vilâyeti	 
														3	Sancak	1913	http://n2t.net/ark:/99152/p0pf2qb3rtq	 	 	 	 	 	Sırbistan	 
														4	Sancak	 	 	 	 	 	 	Karadağ C.	Yugoslavya	 
Taşlıçay	y	15489	طاشلی چای								http://www.geonames.org/ontology#A.ADMD	Republic of Turkey		1	Nahiye	1925	Turkish Republic	1938	 	 	 	Diyadin	Bayazıt	 
														2	Nahiye	1938	Turkish Republic	1954	 	 	 	Diyadin	Ağrı	 
														3	Kaza	1954	Turkish Republic	 	 	 	 	 	Ağrı	 
Taşova	y	7488	طاش اووه	Taşâbâd	طاش آباد	Yemişenbükü					http://www.geonames.org/ontology#A.ADMD			1	Nahiye	~1530	http://n2t.net/ark:/99152/p0pf2qb689b	1865	 	 	Sonisa	Sonisa-Niksar	Rum eyâleti	155
