key-name	alt-name	Reference
Keçi	Kiçi	
Kayacıderesi mz., Tarsus kz., Tarsus l., Çukurabad, Arab vt.	Kilimaz mz.	
Doğanoğlu k., Kestel kz., Aydın l., Anadolu vt.	Kilise k.	
Berama k., Yarhisar kz., Hudavendigar l., Anadolu vt.	Kilisecik k.	
Güneysi k., Ayntab n., Ayntab kz., Ayntab l., Arab vt.	Kilisecik k.	
Deyr-i Recim mz., Nehrülcevz n., Ayntab l., Arab vt.	Kilisecik mz.	
Kınıkkilise mz., İnsuyu n., Konya kz., Konya l., Karaman vt.	Kiliseler-i Kınık mz.	
Sergis k., Hüseyinabad n., Zile kz., Sivas-Tokat l., Rum vt.	Killik k.	
Kilvara mz., Ravendan n., Haleb kz., Haleb l., Arab vt.	Kilvar mz.	
Hisarcık k., İznikmid kz., Kocaeli l., Anadolu vt.	Kilyoros k.	
Kalburcu mz., Zengicek n., Konya kz., Konya l., Karaman vt.	Kimya mz.	
Hunideresi mz., Elbistan kz., Maraş l., Zülkadriye vt.	Kindin mz.	
Hacıpaşalı k., Göstere n., Göstere n., Kars kz., Maraş l., Zülkadriye vt.	Kiprin k.	
Kürçün mz., Kala-i Zamantu n., Zamantu k., Maraş l., Zülkadriye vt.	Kiprin mz.	
Kirnas mz., Sis n., Sis kz., Sis l., Çukurabad, Arab vt.	Kiraküs mz.	
Mekreken k., Kestel kz., Aydın l., Anadolu vt.	Kiranlukaynağı k.	
Kiras	Kiraz	
Yenice m., Manisa nf., Manisa n., Manisa kz., Saruhan l. Anadolu vt.	Kirdeci m.	
Pirdin mz., Sis n., Sis kz., Sis l., Çukurabad, Arab vt.	Kirdin mz.	
Köryusuf k., Gedik n., Bozok kz., Bozok l., Zülkadriye vt.	Kiremidlik k.	
Behişt mz., Kazabad n., Tokat kz., Sivas-Tokat l., Rum vt.	Kiremidlik mz.	
Kas k., Birecik n., Birecik l., Arab vt.	Kiriz k.	
Kepirlü mz., Menbic n., Haleb kz., Haleb l., Arab vt.	Kirlüce mz.	
Uzunkışla k., Larende kz., Larende l., Karaman vt. 895	Kirve k.	
Cebel-i Kisrevaneyn ve'l-Harradin n., Şam l., Arab vt.	Kisrevan	
Timurtaş mz., Sis n., Sis kz., Sis l., Çukurabad, Arab vt.	Kişik mz.	
Karkın k., Sındırgı n., Bigadiç kz., Karesi l., Anadolu vt.	Kocabeyli k.	
Avlağu y., Karıbazarı kz., Kengırı l., Anadolu vt.	Koçaç y.	
Bacalar k., Ezine kz., Biga l., Anadolu vt.	Koçoğlu k.	
Pelitözü mz., Geyve kz., Mihaliç kz., Hudavendigar l., Anadolu vt.	Koçum mz.	
Feyyaz tahunu, Mercü'l-Kıbli ve'ş-Şimali n., Şam l., Arab vt.	Koğa tahunu	
Umur çiftlik, Eğrigöz/Eğrigöz ve Simav kz., Kütahya l., Anadolu vt.	Koğacık	
Burnukara k., Gedik n., Bozok kz., Bozok l., Zülkadriye vt.	Koğalıca k.	
Dirona k., Yomra n., Trabzon kz., Trabzon l., Rum vt.	Kohalı k.	
Germürük mz., Sis n., Sis kz., Sis l., Çukurabad, Arab vt.	Kokurdan mz.	
Kirikat mz., Mardin kz., Mardin l., Diyarbakır vt.	Kolanağnaki mz.	
Dayılar k., Viranşehir kz., Bolu l., Anadolu vt.	Kolat k.	
Çomaklarköyü md., Eğirdür kz., Hamid l., Anadolu vt.	Komacıklar md.	
Selan k., Ravendan n., Haleb kz., Haleb l., Arab vt.	Konak k.	
Mampir k., Hınıs n., Hınıs kz., Hınıs l., Erzurum vt.	Konduoğlu k.	
Koniya nf., Koniya n., Arhova kz., Trabzon l., Rum vt.	Koniyakasabası nf.	
Konurapa, Bolu l., Anadolu vt.	Konrapa	
Maarrata el-Cürn mz., Cebel-i Seman n., Haleb kz., Haleb l., Arab vt.	Konukboğan mz.	
Bahadırağa m., Bursa nf., Bursa n., Bursa kz., Hudavendigar l., Anadolu vt.	Korkudoğlu m.	
Hocalılar k., Mud kz., İçil l., Karaman vt.	Korusenir k.	
Mihmadbey k., Kanin n., Samsun kz., Canik l., Rum vt.	Koşakilise k.	
Koçhisar, Aksaray l., Karaman vt.	Koşhisar	
Öz k., Yomra n., Trabzon kz., Trabzon l., Rum vt.	Kotil k.	
Cüllahlar k., Yarhisar kz., Hudavendigar l., Anadolu vt.	Koyunköy k.	
Tatlı k., Katar n., Katar kz., Çorumlu l., Rum vt.	Koyunlu k.	
İlemin mz., Tarsus kz., Tarsus l., Çukurabad, Arab vt.	Koyunluca mz.	
Kolutluca mz., Ravendan n., Haleb kz., Haleb l., Arab vt.	Koyunluca mz.	
Tahtaköy-i Sagir k., İzmir kz., Aydın l., Anadolu vt.	Kozağacı k.	
Akçakilise k., Domaniç kz., Hudavendigar l., Anadolu vt.	Kozanlar k.	
Öyücek k., Sındırgı n., Bigadiç kz., Karesi l., Anadolu vt.	Kozca k.	
Fındıklar mz., Sifrihisar kz., Hudavendigar l., Anadolu vt.	Kozlar mz.	
İlici k., İnegöl kz., Hudavendigar l., Anadolu vt.	Kozluca k.	
Hattab yeri, Boyabad kz., Kastamonu l., Anadolu vt.	Kozluca yeri	
Akdarma k., İnegöl kz., Hudavendigar l., Anadolu vt.	Kozluviran k.	
Karataş b., Alaşehir kz., Aydın l., Anadolu vt.	Köçekderesi b.	
Yortan k., Sorkun, Hüseyinabad n., Zile kz., Sivas-Tokat l., Rum vt.	Köhnebaba k.	
Sinan md., Aksaray kz., Aksaray l., Karaman vt.	Köhnecami	
Kalecik mz., Koçgiri k., Ortail n., Kemah kz., Kemah l., Rum vt.	Köhnekoçgiri mz.	
Bazar-ı Galle-i Köhne m., Larende nf., Larende kz., Larende l., Karaman vt.	Köhnetahılbazarı m.	
Dereköy k., Silifke n., Mud kz., İçil l., Karaman vt.	Köpekderesi k.	
Köpekgüneyi mz., Çokak n., Çokak n., Kars kz., Maraş l., Zülkadriye vt.	Köpekderesi mz.	
Eskikışla mz., İshaklı kz., Akşehir l., Karaman vt.	Köpekkışlası mz.	
Gireğen k., Kala-i Zamantu n., Zamantu k., Maraş l., Zülkadriye vt.	Köpekli k.	
Eskin mz., Tarsus kz., Tarsus l., Çukurabad, Arab vt.	Köpekli mz.	
Tel Dik mz., Amik n., Amik kz., Haleb l., Arab vt.	Köpeklü mz.	
Kum k., Biga kz., Biga l., Anadolu vt.	Köpekoğlu k.	
Körpeağaç k., Gönen kz., Hudavendigar l., Anadolu vt.	Köprüağaç k.	
Köseceköy mz., Maraş kz., Maraş l., Zülkadriye vt.	Köprüağzı mz.	
Eymirhanlu k., Mud kz., İçil l., Karaman vt	Köprübaşı k.	
Mekirdis k., Adala n., Adala kz., Saruhan l. Anadolu vt.	Köprücü k.	
Mescid-i Ahmedfakih zukağı, İbn-i Ammi m., Ayntab nf., Ayntab l., Arab vt.	Körfakih zukağı	
Hallan k., Birecik n., Birecik l., Arab vt.	Körkuyu k.	
Seyrek mz., Barçınlı kz., Karahisar-ı Sahib l., Anadolu vt.	Körler mz.	
Dar k., Karahisar-ı Nallı n., Beybazarı kz., Hudavendigar l., Anadolu vt.	Körpeler k.	
Seyyid mahalle, Ankara nf., Ankara l., Anadolu vt.	Kösciivaz m.	
Ahiyakub çf., Göçeri k., Kütahya kz., Kütahya l., Anadolu vt.	Köse çf.	
Hasan Hacı k., Kınık kz,. Adana l., Çukurabad, Arab vt.	Kösehacı k.	
Çalış k., Sındırgı n., Bigadiç kz., Karesi l., Anadolu vt.	Köseler k.	
Küçükkızılca k., Menemen n., Menemen kz., Saruhan l. Anadolu vt. 925	Köseler k.	
Mescid-i Külhancıoğlu m., Malatya nf., Malatya kz., Malatya l., Rum vt.	Köseler m.	
Asma k., Melenduz n., Niğde kz., Niğde l., Karaman vt.	Kösneli k.	
Eşektepesi cebeli, Adana kz., Adana l., Çukurabad, Arab vt.	Köşk cebeli	
Karaağaç mz., Kuştimur n., Tarsus kz., Tarsus l., Çukurabad, Arab vt.	Köşk mz.	
Kefr Luza mz., Masyaf n., Kefertab kz., Haleb l., Arab vt.	Köşk mz.	
Söğütcük mz., Dündarlı ve Bulgarlı n., Adana kz., Adana l., Çukurabad, Arab vt.	Köşk mz.	
Kışlacık k., Akdağ n., Amasya kz., Amasya l., Rum vt.	Köylükışlası k.	
Ziğinalanı mz., Tarsus kz., Tarsus l., Çukurabad, Arab vt. 929	Köytepe mz.	
Yenice k., Yenişehir kz., Hudavendigar l., Anadolu vt.	Köyyeri k.	
Kayalı m., Balat nf., Balat n., Balat kz., Menteşe l., Anadolu vt.	Kubbeli m.	
Itakiye k., Telbaşir n., Ayntab l., Arab vt.	Kulağuz k.	
Kızılviran(-i diğer) k., Homa kz., Kütahya l., Anadolu vt.	Kulağuz k.	
Kulavuz	Kulağuz	
Gürenez k., Gördek n., Gördek kz., Saruhan l. Anadolu vt.	Kulaksuz k.	
Kulağuz	Kulavuz	
Müsellem çf., İznikmid kz., Kocaeli l., Anadolu vt.	Kulfallı çf.	
Müsellem k., İznikmid kz., Kocaeli l., Anadolu vt.	Kulfallı k.	
Ağca k., Kalecik kz., Kengırı l., Anadolu vt.	Kullar k.	
Alibey k., Fart n., Manyas kz., Karesi l., Anadolu vt.	Kultan k.	
Kaçardeğirmen mz., Handırıs n., Hınıs kz., Hınıs l., Erzurum vt.	Kuludeğirmen mz.	
Mihal k., Çatalbergos kz., Biga l., Anadolu vt.	Kumluca k.	
Kurt	Kurd	
Şeyhsüleyman zv., Alaşehir nf., Alaşehir kz., Aydın l., Anadolu vt.	Kurdbaba tekyesi	
Kurdviran mz., Malya n., Kayseriye kz., Kayseriye l., Karaman vt.	Kurdören mz.	
Ayvacık mz., Samsad n., Kahta kz., Gerger l., Rum vt.	Kurdu mz.	
Meraliyye mz., İklim-i Harnub n., Sayda kz., Şam l., Arab vt.	Kureya mz.	
Dokuzakça m., Bergama nf., Bergama kz., Hudavendigar l., Anadolu vt.	Kurşunlu m.	
Kurd	Kurt	
Kavak k., Boyabad kz., Kastamonu l., Anadolu vt.	Kurtviranı k.	
Gök k., Sart kz., Aydın l., Anadolu vt.	Kurucaçay k.	
Deyr-i Zugma k., Menbic n., Haleb kz., Haleb l., Arab vt.	Kurucamusa	
Tilartuk k., Birecik n., Birecik l., Arab vt.	Kurucaöyük k.	
Bağdadcık mz., Birecik n., Birecik l., Arab vt.	Kurucaöyük mz.	
Gök k., Sart kz., Aydın l., Anadolu vt.	Kuruçay k.	
Karacakaya k., Kütahya kz., Kütahya l., Anadolu vt.	Kuruçay k.	
Arafegazi mz., Hınzırı ve Gömülgün n., Zamantu kz., Maraş l., Zülkadriye vt.	Kuruçay mz.	
Kuruçay n., Kemah kz., Kemah l., Rum vt.	Kuruçay-ı Kemah n.	
Bahçacuk mz., Bubak mz., Karahisar-ı Behramşah n., Zile kz., Sivas-Tokat l., Rum vt.	Kurukanak mz.	
İvazlar k., Balıkesri kz., Karesi l., Anadolu vt.	Kusunili k.	
Asar-ı Bubak mz., Bubak mz., Karahisar-ı Behramşah n., Zile kz., Sivas-Tokat l., Rum vt.	Kuşaklıöyük mz.	
Hankahöyüğü mz., Karahisar-ı Behramşah n., Zile kz., Sivas-Tokat l., Rum vt.	Kuşaklıöyük	
Büyükbülumur mz., Koçhisar kz., Aksaray l., Karaman vt.	Kuşcabülumur mz.	
Kışlacıkkaya mz., Kavurgalu, Hüseyinabad n., Zile kz., Sivas-Tokat l., Rum vt.	Kuşkayası mz.	
Şeriatsuz argı, Mekri kz., Menteşe l., Anadolu vt.	Kuşlu argı	
Kızılalan mz., Ulaş kz., Tarsus l., Çukurabad, Arab vt.	Kutlucağlı mz.	
Kutluca k., Bolavadin kz., Karahisar-ı Sahib l., Anadolu vt.	Kutluyurdu k.	TD 438/194
Keseb k., Cebel-i Akra n., Antakya kz., Haleb l., Arab vt.	Kutman k.	
İldüzen k., Kengırı kz., Kengırı l., Anadolu vt.	Kuyu k.	
Meryem k., Silifke n., Mud kz., İçil l., Karaman vt.	Kuyuburnu k.	
Güvendikli k., Başgirdek n., Balıkesri kz., Karesi l., Anadolu vt.	Kuyucak k.	
Sarışeyh mz., Cülab n., Ruha kz., Ruha l., Diyarbakır vt.	Kuyucak mz.	
Boğasak mz., Karataş kz., İçil l., Karaman vt.	Kuyucakkırı mz.	
Tilkaduna k., Uluabad n., Harpurt kz., Harpurt l. Diyarbakır vt.	Kuyulukend k.	
Kayluviran mz., Harran n., Ruha kz., Ruha l., Diyarbakır vt.	Kuyuluviran mz.	
Tel Habeş k., Menbic n., Haleb kz., Haleb l., Arab vt.	Kuyumcu k.	
Yenice mz., Azarı k., Akşehir kz., Akşehir l., Karaman vt.	Kuyumcu mz.	
Ecekepez mz., Hacıbektaş n., Kırşehri kz., Bozok l., Zülkadriye vt.	Kuzkepez mz.	
Kumarı mz., Birecik n., Birecik l., Arab vt.	Kuzmağara mz.	
Küp	Küb	
Yenice nehri, Bozdoğan kz., Aydın l., Anadolu vt.	Küçük ark	
Ağcameşhed k., Gedik n., Bozok kz., Bozok l., Zülkadriye vt.	Küçükabdal k.	
Alan-ı Küçük k., Sahra-yı Konya n., Konya kz., Konya l., Karaman vt.	Küçükalan k.	
Sasalı k., Menemen n., Menemen kz., Saruhan l. Anadolu vt.	Küçükçadır k.	
Şeyhler k., Bigadiç kz., Karesi l., Anadolu vt.	Küçüketmeği k.	
Bucan hanı, Küfündür n., Bitlis l., Van vt.	Küçükhan	
Harsukü'l-Atika mz., Ravendan n., Haleb kz., Haleb l., Arab vt.	Küçükharsuk mz.	
Ecem k., İshaklı kz., Akşehir l., Karaman vt.	Küçükhasanek k.	
Yayabaşısinanbey mz., Kestel kz., Aydın l., Anadolu vt. 960	Küçükörenli mz.	
Gökçe k., Menemen n., Menemen kz., Saruhan l. Anadolu vt.	Küçükşeyhli k.	
Korkoroğlu k., Kandıra kz., Kocaeli l., Anadolu vt.	Küçükviran k.	
Dere-i Küfündür n., Bitlis l., Van vt.	Küfündür n.	
Topaç k., Gedik n., Bozok kz., Bozok l., Zülkadriye vt.	Külahluca k.	
Ebülhasan mz., Aksaray kz., Aksaray l., Karaman vt.	Küldiğin mz.	
Gündüzlü k., Ulubeylü n., Canik-i Bayram kz., Canik l., Rum.	Küllübelen k.	
Kumluca k., Göksu n., Hınıs kz., Hınıs l., Erzurum vt.	Künbed k.	
Siptoros mz., Sis n., Sis kz., Sis l., Çukurabad, Arab vt.	Künbedli mz.	
Kohçur k., Tercan-ı Süfla n., Tercan kz., Bayburd l., Rum vt.	Künsor k.	
Yakubşeyhli k., Uçhisar n., Ürgüb kz., Niğde l., Karaman vt.	Küplü k.	
Kürt	Kürd	
İkikapı md., Akşehir nf., Akşehir kz., Akşehir l., Karaman vt.	Kürdemre md.	
Kumbus k., Telbaşir n., Ayntab l., Arab vt.	Kürdkendi k.	
Karacaayid k., Peçin kz., Menteşe l., Anadolu vt.	Kürdoğlu k.	
Kersentaş k., Birecik n., Birecik l., Arab vt.	Kürdoğlu k.	
Küçükmahmud k., Şarkiamid n., Amid l., Diyarbakır vt.	Kürdömer k.	
Kürd	Kürt	
Türkler k., Çorumlu kz., Çorumlu l., Rum vt.	Kürtler k.	
Karkın k., Marmara n., Marmara kz., Saruhan l. Anadolu vt.	Küstüm k.	
Balaban k., İznik kz., Kocaeli l., Anadolu vt.	Laçin k.	
Köseilyas çf., Çukurviran k., Banaz-ı Uşak n., Uşak kz., Kütahya l., Anadolu vt.	Lada çf.	
Sarı çf., Çukurviran k., Banaz-ı Uşak n., Uşak kz., Kütahya l., Anadolu vt.	Lada çf.	
Cami-i Lala m., Kayseriye nf., Kayseriye kz., Kayseriye l., Karaman vt.	Lala m.	
Mud ms., Mud nf., Mud kz., İçil l., Karaman vt.	Lalpaşa ms.	TD 387/283
Lamus, Ermenek n., Ermenek kz., İçil l., Karaman vt.	Lamas	
Şeyhalibey zv., Lamus k., Ermenek n., Ermenek kz., İçil l., Karaman vt.	Lamus zv.	
Abdullatif c., Mardin nf., Mardin n., Mardin kz., Mardin l., Diyarbakır vt.	Latif c.	
Kınıklı k., Manyas n., Manyas kz., Karesi l., Anadolu vt.	Lavut k.	
el-Lecine k., Sermin n., Sermin kz., Haleb l., Arab vt.	Lecine/el-Lecine k.	
Lempa mz., Kusayr n., Antakya kz., Haleb l., Arab vt.	Lemta mz.	
Yassıçal k., Ravendan n., Haleb kz., Haleb l., Arab vt.	Lengere k.	
Ağrıç mz., Kiğı n., Kiğı l., Diyarbakır vt.	Licedağ mz.	
Limon	Liman	
Boladan(-i diğer) mz., Sis n., Sis kz., Sis l., Çukurabad, Arab vt.	Livani mz.	
Maarratü'l-Mısrin k., Sermin n., Sermin kz., Haleb l., Arab vt.	Maarratü Mısrin k.	
Türüz k., Avlonya n., Balya kz., Biga l., Anadolu vt.	Maden k.	
Gelcese k., Şabhane, Karahisar-ı Şarki kz., Karahisar-ı Şarki l., Rum vt.	Maden-i Gelcese k.	
Sib-i Davud mz., Ziniski n., Divriği kz., Divriği l., Rum vt.	Madenülhadid mz.	
İbrahimbey karbansarayı, Sinob kz., Kastamonu l., Anadolu vt. 983	Mader-i İbrahimbey karbansarayı	
Mağaratü'l-Hafra k., Ravendan n., Haleb kz., Haleb l., Arab vt.	Mağaracık k.	
Şuaybiyye k., Amik n., Amik kz., Haleb l., Arab vt.	Mağaracık k.	
Sahrınc mz., Telbaşir n., Ayntab l., Arab vt.	Mağaracık mz.	
el-Havare mz., Cebel-i Seman n., Haleb kz., Haleb l., Arab vt.	Mağaratü'l-Arab mz.	
Atabey k., Şehr-i Malatya n., Malatya kz., Malatya l., Rum vt.	Mahişer-i Süfla k.	
Beni Esed k., Nusaybin n., Mardin kz., Mardin l., Diyarbakır vt.	Mahmudkethuda k.	
Kargu k., Elmalı kz., Teke l., Anadolu vt.	Mahmudlar k.	
Çiçek k., Elmalu n., Hınıs kz., Hınıs l., Erzurum vt.	Mahmudlu k.	
Güderli k., İpsili/Çal-ı İpsili n., Kütahya kz., Kütahya l., Anadolu vt.	Mahmudlu k.	
Manzemin k., Kayseriye n., Kayseriye kz., Kayseriye l., Karaman vt.	Mahzemin k.	
Gülistan mz., Taşil n., Gerger kz., Gerger l., Rum vt.	Mahzune/Mahzo mz.	
Sofuyan mz., Musul n., Musul kz., Musul l., Diyar-ı bekr vt	Makad-ı Kelek mz.	
Şeyhpaşa m., Bursa nf., Bursa n., Bursa kz., Hudavendigar l., Anadolu vt.	Makremecihacıhoşkadem m.	
Küçükmaksara mz., Telbaşir n., Ayntab l., Arab vt.	Maksaratussuğra mz.	
Vadiyü'z-Zeheb mz., Derbisak n., Bakraz kz., Haleb l., Arab vt.	Malaklanı mz.	
Kalburcu k., Kepsud kz., Hudavendigar l., Anadolu vt.	Mallıca k.	
Orpa k., Üsküdar, Gebze kz., Kocaeli l., Anadolu vt.	Maltepesi k.	
Gariblerkışlası k., Anamur n., Selendi kz., İçil l., Karaman vt.	Manastır k.	
Tatlarini k., Eyyubili n., Aksaray kz., Aksaray l., Karaman vt.	Manavi k.	
Mandalı mz., Ürgüb kz., Niğde l., Karaman vt.	Mandacuğaz mz.	
Aziz k., Larende kz., Larende l., Karaman vt.	Mandalı k.	
Horans k., Adilcevaz n., Adilcevaz l., Van vt.	Maramul k.	
Maraşü'l-Fevkani, Bakraz n., Bakraz kz., Haleb l., Arab vt.	Maraş-ı Fevka	
Karbansaray mz., Sis n., Sis kz., Sis l., Çukurabad, Arab vt.	Maristan mz.	
Halifeli k., Bursa kz., Hudavendigar l., Anadolu vt.	Masharahasan k.	
Mahora k., Rize kz., Trabzon l., Rum vt. 1000	Masi k.	
Sabuniyye tahunu, Antakya nf., Antakya n., Antakya kz., Haleb l., Arab vt.	Maslah tahunu	
Müşrifiyye k., Amik n., Amik kz., Haleb l., Arab vt.	Maşukıyye k.	
Menteşe k., Kandıra kz., Kocaeli l., Anadolu vt.	Maverekli k.	TD 438/771
Yapraklı mz., Turuş n., Kahta kz., Gerger l., Rum vt.	Mazlu mz.	
Sinanoğlu k., Kandıra kz., Kocaeli l., Anadolu vt.	Mecekli k.	
Tiflisi md., Ankara nf., Ankara kz., Ankara l., Anadolu vt.	Mecidoğlu md.	
Sivas şehri, Sivas kz., Sivas-Tokat l., Rum vt.	Medine-i Sivas	
Nukra k., Nusaybin n., Mardin kz., Mardin l., Diyarbakır vt.	Mehmed bin Mergos k.	
Hutunviranı k., Gedik n., Bozok kz., Bozok l., Zülkadriye vt.	Mehmedfakihkışlası k.	
Uzunmehmed md., Ayntab nf., Ayntab l., Arab vt.	Mehmed-i Dıraz md.	
Beni Esed k., Mardin kz., Mardin l., Diyarbakır vt.	Mehmedkethuda k.	
Melenduz, Niğde kz., Niğde l., Karaman vt.	Melendiz	
Sultan-Melikü'z-Zahir-Baybars ms.	Melik Zahir Baybars ms.	
Sultan Melikü'z-Zahir Baybars ms.	Melikü'z-Zahir Baybars ms.	
Narcercis mz., Kusayr n., Antakya kz., Haleb l., Arab vt.	Mencelis mz.	
Virantepesi sınırı, Karataş kz., İçil l., Karaman vt.	Menciviranıtepesi sınırı	
Aşgar mz., Menbic n., Haleb kz., Haleb l., Arab vt.	Mendeli mz.	
Menderes	Menderos	
Menderes	Menderoz	
Menkudiyye k., Antakya n., Antakya kz., Haleb l., Arab vt.	Mengli k.	
Bab-ı Menkusa, Haleb nf., Haleb kz., Haleb l., Arab vt	Menkusa	
Mercü'l-Kıbli ve'ş-Şimali n., Şam l., Arab vt.	Merc n.	
Dizmiri k., Kığı n., Kiğı kz., Kiğı l., Diyarbakır vt.	Mercan k.	
Vadi'l-Müncer mz., Baalbek n., Baalbek kz., Şam l., Arab vt.	Merc-i Abisa mz.	
Bisre k., Şuf İbn-i Maan n., Şam l., Arab vt.	Merc-i Bisre k.	
Savvami mz., Mercü'l-Kıbli ve'ş-Şimali n., Şam l., Arab vt.	Merc-i Savvami mz.	
Başviran mz., Sis n., Sis kz., Sis l., Çukurabad, Arab vt.	Mercimekdeyri mz.	
Çıkrıcak mz., Tarsus kz., Tarsus l., Çukurabad, Arab vt.	Merdeşpınarı mz.	
Öz k., Yomra n., Trabzon kz., Trabzon l., Rum vt.	Mesahor k.	
Darbhane m., Bursa nf., Bursa n., Bursa kz., Hudavendigar l., Anadolu vt.	Mescid-i Cami m.	
Ahimahmudmescidi m., Çağa nf., Çağa kz., Bolu l., Anadolu vt.	Mescid-i Hacıhamza m.	
Yayalar m., Göynük nf., Göynük kz., Hudavendigar l., Anadolu vt.	Mescid-i Yayabaşıilyas m.	
Değrehavlısı k., Birgi kz., Aydın l., Anadolu vt.	Mescidliköy k.	
Tel Harran k., Amik n., Amik kz., Haleb l., Arab vt.	Mescidlü k.	
Sarıkız mz., Ağcadağ n., Malatya kz., Malatya l., Rum vt.	Mesihhacı mz.	
Dereçelik k., İshaklı kz., Akşehir l., Karaman vt.	Mesudpaşaviranı k.	
Suğla mz., Kusun kz., Tarsus l., Çukurabad, Arab vt.	Mesudviranı mz.	
Saypınarı mz., Karaisalı kz,. Adana l., Çukurabad, Arab vt.	Meşhedalanı mz.	
Şeyhsaid k., Cidur n., Şam l., Arab vt.	Meşhed-i Eyyub k.	
Ferruhşadçelebi türbesi, Rum vt.	Mevlanaferruhşad türbesi	
Al-i Arabi k., Nusaybin n., Mardin kz., Mardin l., Diyarbakır vt.	Mevlanamansur k.	
Hocaibrahim m., Tokat nf., Tokat kz., Sivas-Tokat l., Rum vt.	Mevlevihane m.	
Mevlanacelalüddin türbesi, Konya nf., Konya kz., Konya l., Karaman vt.	Mevleviye türbesi	
Halilürrahman zv., Ruha nf., Ruha kz., Ruha l., Diyarbakır vt.	Mevlüd-i Hazret-i Halilürrahman zv.	
Çalova/Çukurcaklı k., Balya kz., Biga l., Anadolu vt.	Mevran k.	
Boğacadam mz., Kusun kz., Tarsus l., Çukurabad, Arab vt.	Mezdeki mz.	
Mendeme(-i diğer) mz., Tarsus kz., Tarsus l., Çukurabad, Arab vt.	Mezere mz.	
Osmanşeyh zv., Mezgeb k., Ortail n., Kemah kz., Kemah l., Rum vt.	Mezgebköyü zv.	
Kebe mz., Ilgun kz., Akşehir l., Karaman vt.	Mezid mz.	
Mürüvvetler k., Manyas n., Manyas kz., Karesi l., Anadolu vt.	Mezidli k.	
Mezmekan k., Birecik n., Birecik l., Arab vt.	Mezmeki k.	
Mübarekşeh k., Göcek n., Kiğı kz., Kiğı l., Diyarbakır vt.	Mezraa k.	
Tilsevad k., Telbaşir n., Ayntab l., Arab vt.	Mezraa-i Çakır k.	
Mezraa-i Azir k., Şugur n., Antakya kz., Haleb l., Arab vt.	Mezraa-i Ermela k.	
Bakize k., Harim n., Harim kz., Haleb l., Arab vt.	Mezraa-i Tavaşi k.	
Mezraa-i Şam k., Ayntab n., Ayntab kz., Ayntab l., Arab vt.	Mezraa-i Zülkadirli k.	
Esamiyye mz., Mercü'l-Kıbli ve'ş-Şimali n., Şam l., Arab vt.	el-Mıktatiyye mz.	
Mihail k., Sinob kz., Kastamonu l., Anadolu vt.	Mihal k.	
Mihaliçlık kz., Hudavendigar l., Anadolu vt.	Mihaliçcık kz.	
Gencan mz., Eyyubili n., Aksaray kz., Aksaray l., Karaman vt.	Mihmadbağı mz.	
Kızılcahavlu k., Ilıca n., Ilıca kz., Saruhan l. Anadolu vt.	Mihmadlı k.	
Karaviran mz., Berriyyecik kz., Mardin l., Diyarbakır vt.	Mihmadviranı mz.	
Beguze mz., Kefertab n., Kefertab kz., Haleb l., Arab vt.	Miho mz.	
Karımış mz., Hacılı n., Karaisalı kz., Adana l., Çukurabad, Arab vt.	Mihrab mz.	
Ahi köyü mz., Şehr-i Malatya n., Malatya kz., Malatya l., Rum vt.	Mikail mz.	
İstara k., Akçaabad n., Trabzon kz., Trabzon l., Rum vt.	Milana k.	
Milvedana k., Larende kz., Larende l., Karaman vt.	Millidana k.	TD 415/158
Muneyka mz., Masyaf n., Kefertab kz., Haleb l., Arab vt.	Minanka mz.	
Muncusun k., Kayseriye n., Kayseriye kz., Kayseriye l., Karaman vt.	Mincusin k.	
Kapucu k., Tuzla kz., Hudavendigar l., Anadolu vt.	Minnet k.	
Çamurlu k., Göksu n., Hınıs kz., Hınıs l., Erzurum vt.	Mirahur k.	
Küçükbatac k., Peçin kz., Menteşe l., Anadolu vt.	Miralembatacı k.	
Bubekr k., Kığı n., Kiğı kz., Kiğı l., Diyarbakır vt.	Mirhüseyin k.	
Söğütlü k., Hınıs n., Hınıs kz., Hınıs l., Erzurum vt.	Monlaahmed k.	
Sadülmekali k., Mardin kz., Mardin l., Diyarbakır vt.	Monlaali k.	
Fevkani tahunu, Şeyzer n., Kefertab kz., Haleb l., Arab vt.	Muhammedbey tahunu	
Dekkaşir m., Haleb nf., Haleb kz., Haleb l., Arab vt.	Muhammmedbey m.	
Ukkaşe mz., Hüseyinabad n., Zile kz., Sivas-Tokat l., Rum vt.	Muhaşa mz.	
Melikacem zv., Sivas nf., Sivas kz., Sivas-Tokat l., Rum vt.	Muhyiddingöçbeyi zv.	TD 387/496
Melikacem zv., Sivas nf., Sivas kz., Sivas-Tokat l., Rum vt.	Muhyiddingöçbeyi zv.	
Mescid-i Çukur m., Ayntab nf., Ayntab l., Arab vt. 1055	Muktifi m.	
Zindan m., Manisa nf., Manisa n., Manisa kz., Saruhan l. Anadolu vt.	Mumkuyu m.	
Çepelüceçalı mz., Kırıkili n., Canik-i Bayram kz., Canik l., Rum vt.	Muradfakih mz.	
Şeyhceli k., Ayazmend n., Ayazmend kz., Karesi l., Anadolu vt.	Muradili k.	
Çorca k., Şile kz., Kocaeli l., Anadolu vt.	Muradkul k.	
Enarlu k., Simre-i Taşan n., Kedeğra kz., Canik l., Rum vt.	Murdarsu k.	
