key-name	alt-name	Reference
Kara Bazarlı k., Varna kz., Silistre l.	Menteşeköy k.	
İskenderli k., Karinovası kz., Silistre l.	Menteşeli k.	
Brod k., Osaniçe n., Foça kz., Hersek l.	Merdelik k.	
Cami-i Ömerbey m., Mıgal-kara nf., Mıgalkara kz., Gelibolu l.	Mescid-i Bazar m.	
Mescid-i Musahalife m., Selanik nf., Selanik kz., Solkol, Paşa l.	Mescid-i Burhan Halife m.	
Bratnik m., Saray nf., Saray n., Saray kz., Bosna l.	Mescid-i Dükkandar Yusuf m.	
Helvacı Burak m., Tatar-bazarı nf., Tatarbazarı kz., Sağkol, Paşa l.	Mescid-i Hacı Kılıç m.	
Yalukapusu m., Selanik nf., Selanik kz., Solkol, Paşa l.	Mescid-i Hızırağa m.	
Mescid-i Veled-i Hasancık m., Gelibolu nf., Gelibolu kz., Gelibolu l.	Mescid-i İbn-i Hasancuk m.	
Kara Danişmend m., Sofya nf., Sofya kz., Paşa l.	Mescid-i Kara Danişmend m.	
Müderris m., İpsala nf., İpsala kz., Sağkol, Paşa l.	Mescid-i Müderris Sinankadı m.	
Hoca Siyah m., Edirne nf., Edirne kz., Sağkol, Paşa l.	Mescid-i Siyah m.	
Hoca Ömer m., Niğbolu nf., Niğbolu kz., Niğbolu l.	Mescid-i Subaşı m.	
Kırcalar k., Selanik kz., Solkol, Paşa l.	Mesudlu k.	
Milodraj k., Mileşeva n., Prepolye kz., Hersek l.	Metmançi k.	
Medrepolid	Metrepolid	
Medropolid	Metropolid	
Medropolid	Metropolit	
Muradiye imr., Edirne nf., Edirne kz., Sağkol, Paşa l.	Mevlahane imr.	
Mescid-i Hacı İlyas m., Tavşan-dağıdan, Mıgalkara nf., Mıgalkara kz., Gelibolu l.	Mezidfakih m.	
Cafervoyvoda k., Varna kz., Silistre l.	Mezraa-i Kesriçe k.	
Mihova k., Bogdanos n., Selanik kz., Solkol, Paşa l.	Mezraa-i Mihova k.	
Bukoviç k., Kırçova kz., Sağkol, Paşa l.	Midiniç k.	
Karşa k., Livadiye n., Livadiye kz., Agrıboz l.	Migari k.	
Kavaklı k., Yanbolu kz., Silistre l.	Mihal k.	
Platanaki k., İstifa n., İstifa kz., Agrıboz l.	Mihal Lukişe k.	
Ortaköy k., Siroz kz., Solkol, Paşa l.	Mihor (?) k.	
Yaniçe k., Badracık n., Badracık kz., Tırhala l.	Mila k.	
Ribar k., Koznik n., Alacahisar kz., Alacahisar l.	Milatindol k.	
Tarkos k., Ras n., Yenibazar kz., Bosna l.	Milatkovik k.	
Yoşaniçe k., Sokol n., Foça kz., Hersek l.	Milavaç Vasardik (?) k.	
Ostrovine k., Morova n., Priştine kz., Vulçıtrın l.	Milikofça k.	
Gorna Brovinçe k., Lab n., Priştine kz., Vulçıtrın l.	Milikovçe k.	
Muçibaba k., Kurşunlukilise n., Ürgüb kz., Alacahisar l.	Milinçe k.	
Sredne Plana k., Ürgüb n., Ürgüb kz., Alacahisar l.	Milkofça k.	
İspilo k., Devol n., İştin kz., Solkol, Paşa l.	Milodeniçe k.	
Radanevik k., Bistriçe n., Foça kz., Hersek l.	Milotine k.	
Dragovye k., Prokine n., Mostar kz., Hersek l.	Milovaç Milkovik k.	
Dolani k., Saray n., Saray kz., Bosna l.	Milovik k.	
Kirasa k., Dömeke n., Çatalca kz., Tırhala l.	Milya k.	
Ilıcaobası mz., Livadiye n., Livadiye kz., Agrıboz l.	Milyado (?) mz.	
Petro Komi k., Arkadya n., Arkadya kz., Mora l.	Mina Golemi k.	
Sekban k., Ferecik kz., Sağkol, Paşa l.	Mirahur k.	
İldutan k., Pınarhisar nf., Pınarhisar kz., Vize l.	Miralem k.	
Virzahova k., Balyabadra kz., Mora l.	Mirali k.	
Milaş k., Fenar n., Fenar kz., Tırhala l.	Miraş Nikola k.	
İstaynofça k., Voynugan-ı Istabl-ı Amire	Mirçeva k.	
Grab k., Morava n., Pojega kz., Semendire l., Pojega kz.	Mirçkovaç k.	
Rayatiçe mz., Srebreniçe n., Srebreniçe kz., İzvornik l.	Mirçonik mz.	
Petrovan k., Niğbolu kz., Niğbolu l.	Mirko k.	
Kovaçova k., Nogoriçe n., İştib kz., Köstendil l.	Mirkofça k.	
Malkovik k., Beline n., Srebreniçe kz., İzvornik l.	Mirkovaç k.	
Suvodanye k., Krupine n., Srebre-niçe kz., İzvornik l.	Mirkovaç k.	
Senekos k., Üsküb kz., Sağkol, Paşa l.	Mirnova k.	
Gomyobiniçe k., Osaniçe n., Foça kz., Hersek l.	Mirovik k.	
Sredne Plana k., Ürgüb n., Ürgüb kz., Alacahisar l.	Mirşel k.	
İzvor-ı Küçük k., Lofça kz., Niğbolu l.	Mirşova k.	
Broslavçi k., Avrathisarı kz., Solkol, Paşa l.	Mirzançi k.	
Prezdeva k., Tikveş n., Ustrumca kz., Köstendil l.	Misliçe k.	
Pojorovaç k., Çernereka n., Vidin kz., Vidin l.	Mişlenovaç k.	
Kozluköy k., Gümülcine kz.	Moçulyani k.	
Vindora k., Angelikasrı kz., Karlıili l.	Mogliya k.	
Kalor k., Debir n., Dukakin vt.	Mogoloç k.	
Pop Milkov m., İvraca nf., İvrace kz., Niğbolu l.	Moje m.	
Randovani k., Krevukor n., Karitena kz., Mora l.	Mojika k.	
İstolin k., Polomiye n., Vidin kz., Vidin l.	Mokreş k.	
Köpekli k., Karinovası kz., Silistre l.	Mokrine k.	
Kalami k., Alasonya n., Alasonya kz., Tırhala l.	Monaveni k.	
Modoniçe n., İzdin kz., Agrıboz l.	Mondoniçe	
İskiçe-i Fenar k., Fenar n., Fenar kz., Tırhala l.	Mongolani k.	
Zuçani k., Karaverye kz., Solkol, Paşa l.	Monospite k.	
Dumiçko k., İştin kz., Solkol, Paşa l.	Monsko k.	
Konbod k., Balyabadra kz., Mora l.	Moraşi k.	
Korotik k., Trebine n., Nova kz., Hersek l.	Morotin k.	
Sabançik k., Saray n., Saray kz., Bosna l.	Morskidol k.	
Miraş Nikola k., Agrafa n., Fenar kz., Tırhala l.	Moş Nikola k.	
Niniçik k., Riyekan n., Nova kz., Hersek l.	Moyşik k.	
Ratayisko k., Riyekan n., Nova kz., Hersek l.	Moyşik k.	
Oraşaç mz., Böğürdelen n., Srebreniçe kz., İzvornik l.	Mratovçe mz.	
Yerakar k., Alasonya n., Alasonya kz., Tırhala l.	Muçon k.	
Mesgovan k., Karaverye kz., Solkol, Paşa l.	Mudi k.	
Çenger k., Ahyolu kz., Silistre l.	Mugruz k.	
Muçaç k., Topolniçe n., Novabırda kz., Vulçıtrın l.	Muhofça k.	
Katuna k., Varnaka bölgesi, Angelikasrı kz., Karlıili l.	Mujak k.	
Bojikişte k., Angelikasrı kz., Karlıili l.	Mujak k.	
Agosto k., Arhos n., Arhos kz., Mora l.	Mujaki k.	
Muştaki k., Karitena n., Karitena kz., Mora l.	Mujaki k.	
Bucalı k., Yenice-i Karasu kz., Solkol, Paşa l.	Muncunos k.	
Barbuçi k., Lakoz, Arkadya n., Arkadya kz., Mora l.	Mundra k.	
Firagora k., Arkadya n., Ar-kadya kz., Mora l.	Murik Haykal k.	
Koca Musa k., Tataran-ı Yanbolu	Musa Koca	
Köpek Musa çf., Çorlu n., Vize l., Müselleman-ı Çingane	Musa-yı Köpek çf.	
Ali veled-i Tapduk k., Silistre kz., Silistre l.	Musabey k.	
Kovanlık k., Silistre kz., Silistre l.	Musabey k.	
İneci Halil k., Kırkkilise kz., Vize l. 599	Musacı k.	
Zağanosbey k., Dimetoka kz., Sağkol, Paşa l.	Musaçavuşçiftliği k.	
Mescid-i Hayrüddin Ördek m., Kale-i Birun, Kefe nf., Kefe kz., Kefe l.	Mustafa Danişmend m.	
Nalbandoğlu k., Varna kz., Silistre l.	Mustafafakih k.	
Durdu Veli mz., Prevadi kz., Silistre l.	Mustafakuyusu mz.	
Tavşanobası k., Çatalca n., Çatalca kz., Tırhala l.	Mustafaobası k.	
Kalaycı Durak k., Şumnu kz., Niğbolu l.	Muştucuhacıyurdu k.	
Budanofça k., Delboçiçe n., Niş kz., Alacahisar l.	Muykofça k.	
Hacı Hızır k., Yanbolu kz., Silistre l.	Müderrisköy k.	
Mirefte, Gelibolu kz., Gelibolu l.	Mürefte	
Öksüzkuyusu k., Varna kz., Silistre l.	Mürüvvetler k.	
Balahor k., Dimetoka n., Dimetoka kz., Sağkol, Paşa l.	Müsellem k.	
Koçmar k., Zağra-i Eskihisar kz., Sağkol, Paşa l.	Müsellem Ece k.	
Sarumişe k., Varna kz., Silistre l.	Müsellem İlyas k.	
Mihal çf., Balluca k., Abrı n., Mıgalkara kz., Gelibolu l.	Müsellem Karaman çf.	
Megali Katuna k., Aydos bölgesi, Angelikasrı kz., Karlıili l.	Müselleman k.	
Curaobası k., Niğbolu kz., Niğbolu l.	Müsellemyeri k.	
Timurcu İvaz k., Kırkkilise kz., Vize l.	Nacak Saruca k.	
Kutluca k., Tekürdağı kz., Çirmen l.	Naib k.	
Hızırfakih k., Filibe kz., Sağkol, Paşa l.	Naib Hızır k.	
Blagay k., Kırkkilise kz., Vize l.	Naib Yusuf k.	
Ostroviçe k., Böğürdelen n., Sreb-reniçe kz., İzvornik l.	Nakuçan k.	
Cullen k., Tırnova kz., Niğbolu l.	Nalband k.	
Hüseyinpınarı k., Silistre kz., Silistre l.	Nasırüddin k.	
Labanova k., İştin kz., Solkol, Paşa l.	Nasliç k.	
Hüseyinpınarı k., Silistre kz., Silistre l.	Nasrüddin k.	
İslipaçpotok k., Bihor n., Bihor kz., Prizrin l.	Nedakus k.	
Belgradkalesi nf., Belgrad n., Belgrad kz., Semendire l.	Nefs-i Darulcihad-ı Kale-i Belgrad	
Nesloh mz., Şehirköy kz., Paşa l.	Negorsiçe mz.	
Pırdeyçi k., Avrathisarı kz.	Negovançi k.	
Nihor	Nehor	
Aya Nargiri k., Alahonya, Çatalca kz., Tırhala l.	Nehor k.	
Ayo Yorgi k., Angelikasrı kz., Karlıili l.	Nehor k.	
Pilos k., Agrafa n., Fenar kz., Tırhala l.	Nehor Mega Aloti (?) k.	
Piloz m., Pilos k., Agrafa n., Fenar kz., Tırhala l.	Nehor Mega Aloti (?) m.	
Narostiyani k., Badracık n., Bad-racık kz., Tırhala l.	Nehorçik k.	
Petradi k., Karitena n., Karitena kz., Mora l.	Nehori k.	
Katib Hüsam çf., Graboviçe k., Nevesine n., Foça kz., Hersek l.	Nehoy bşt.	
Dorodol k., Şehirköy kz., Paşa l.	Neknofça k.	
Lozna k., Ras n., Yenibazar kz., Bosna l.	Nenadvik k.	
Severin-i Küçük bk. Olivir, Yenice-i Vardar kz., Solkol, Paşa l. 613	Nevahor k.	
Köprü k., Ilıca n., Ilıca kz., Köstendil l.	Nevestindol k.	
Kasropulat k., Alasonya n., Alasonya kz., Tırhala l.	Nevrekoplu k.	
Zençi (?) k., Morava n., Pojega kz., Semendire l., Pojega kz.	Nezençi (?) k.	
Nehor	Nihor	
Aya Paraskevi k., Kelemerye n., Selanik kz., Solkol, Paşa l.	Nihor k.	
İlaçi k., Karavari n., Kerpiniş kz., Tırhala l.	Nihor k.	
Kirasya k., Badracık n., Badracık kz., Tırhala l.	Nihor k.	
Komariç k., İzdin n., İzdin kz., Agrıboz l.	Nihor k.	
Kosta Nikola k., Alahonya, Çatalca kz., Tırhala l.	Nihor k.	
Paliroz k., Kelemerye n., Selanik kz., Solkol, Paşa l.	Nihor k.	
Varibop k., Badracık n., Badracık kz., Tırhala l. 614	Nihor k.	
Rayko k., Lofça kz., Niğbolu l.	Nikola k.	
İstoyan Nitade (?) m., Kalkandelen nf., Kalkandelen kz., Sağkol, Paşa l.	Nikola m.	
Magula mz., Fenar n., Fenar kz., Tırhala l.	Nikola mz.	
Kalugarya k., Karitena n., Karitena kz., Mora l.	Nikola Arvanit k.	
Kalu Griye k., Karitena n., Karitena kz., Mora l.	Nikola Lavanit k.	
Buga k., İstifa n., İs-tifa kz., Agrıboz l.	Nikola Renesi Malakasi k.	
Dolna Gorna Kralovaç k., Delboçiçe n., Niş kz., Alacahisar l.	Nikosaliç k.	
Rudarye k., Delboçiçe n., Niş kz., Alacahisar l.	Nikosaliçe k.	
Noçiismiro k., Ülündürük bölgesi, Livadiye kz., Tırhala l.	Noçomro k.	
Likohor k., Angelikasrı kz., Karlıili l.	Nohohor k.	
İsaca k., Müselleman-ı Çirmen	Nohudlu k.	
Doğanoğlukuyusu k., Varna kz., Silistre l.	Noktafakih k.	
Okolişte k., Sofya kz., Paşa l.	Nosoritne k.	
Novabırda darbhanesi, Novabırda nf., Novabırda kz., Vulçıtrın l.	Novabırda daruddarbı	
İzvor k., Niğbolu kz., Niğbolu l.	Novaçense k.	
Rudniçe k., Sarumişe n., Iskıradin kz., Bosna l.	Novakbaştinesi k.	
Ayo Dimitri k., Avrathisarı kz., Solkol, Paşa l.	Novasil k.	
Çukurova k., Karaverye kz., Solkol, Paşa l.	Novasil k.	
Dublar k., Çernereka n., Vidin kz., Vidin l.	Novasil k.	
İstançi k., İzmirnik n., Alacahisar l.	Novasil k.	
Knez k., Zaplana, İplana kz., Alacahisar l.	Novasil k.	
Mihota k., Drama kz., Solkol, Paşa l.	Novasil k.	
Musteşte k., Polomiye n., Vidin kz., Vidin l.	Novasil k.	
Tırnova Verzar k., Şehirköy kz., Paşa l.	Novasil k.	
Yedovik k., Ürgüb n., Ürgüb kz., Alacahisar l.	Novasil k.	
Yeniceköy k., Tatarbazarı kz., Sağkol, Paşa l.	Novasil k.	
Çayla k., Kalkandelen kz., Sağkol, Paşa l.	Novasilani k.	
Vişe k., Üsküb kz., Sağkol, Paşa l.	Novasile k.	
Cabaleş k., Köprülü kz., Sağkol, Paşa l.	Novasile k.	
Gornişor k., Olivir, Yenice-i Vardar kz., Solkol, Paşa l.	Novosel k.	
Babaköy k., Vardar n., Selanik kz., Solkol, Paşa l.	Nurkohor k.	
İsvinarçiçe k., Maglay n., Brod kz., Bosna l.	Nuslova k.	
Nutuça k. Siroz kz., Solkol, Paşa l.	Nutuşani k.	
Karlı k., Çirmen kz., Çirmen l.	Obacık k.	
Palyokasrı k., Vardar n., Yenice-i Vardar kz., Solkol, Paşa l.	Obrofça k.	
Obrov k., Beline n., Srebreniçe kz., İzvornik l.	Obrovaç k.	
Komaran k., Yarçe n., Yenibazar kz., Bosna l.	Obrovik k.	
Ograkanik k., Topolniçe n., Novabırda kz., Vulçıtrın l.	Ocik k.	
Bey k., Mıgalkara kz., Gelibolu l.	Oda k.	
Boryenovik k., Bana n., Vişegrad kz., Bosna l.	Ograkanik k.	
Davud Bali ve Küçük Durak çf., Hlivne n., Iskıradin kz., Bosna l.	Ogrik çr.	
Alifakihler k., Tırnova kz., Niğbolu l.	Ohodin k.	
Hacı Ahmed m., Filibe nf., Filibe kz., Sağkol, Paşa l.	Okçular m.	
Germiyan k., Kırkkilise kz., Vize l.	Okçulardepesi k.	
Veled-i Karaca İshak k., Kızılağaç kz., Sağkol, Paşa l.	Okçulu k.	
Lofça k., Nevrekop kz., Solkol, Paşa l.	Oksa k.	
Ahoyko m., Belasniçe nf., Belasniçe n., Vulçıtrın l.	Olivir m.	
Plaska k., Bana Rudine n., Nova kz., Hersek l.	Omazavçe k.	
Omerka k., Boraç n., Vişegrad kz., Bosna l.	Omirkobile k.	
Hacı Mehmed m., Üsküb nf., Üsküb kz., Sağkol, Paşa l.	Onaltıhacı Mehmed m.	
Rakitniçe k., Saray n., Saray kz., Bosna l.	Onçe k.	
Lapine k., Tırgovişte n., Prizrin kz., Prizrin l.	Opine k.	
Krivi k., Lepaniçe n., Rudnik kz., Semendire l.	Oplanik k.	
Borçko k., İştin kz., Solkol, Paşa l.	Oraçko k.	
Dolna Rakofça k., İvranya kz., Köstendil l.	Orahofça k.	
Ribaniçe k., Yenice-i Vardar kz., Solkol, Paşa l.	Orahova k.	
Davudbey ez-Zaim çf., Virbanya n., Brod kz., Bosna l.	Orahoviçe çf.	
Orah k., Medveç n., Niş kz., Alacahisar l.	Oraşinçe k.	
Babov-i Zir k., Çernovi kz., Niğbolu l.	Orhanköy k.	
Ayo İlye mz., Delvine n., Delvine kz., Avlonya l.	Orine/İsgoloz mz.	
Tristenik k., Tikveş n., Ustrumca kz., Köstendil l.	Orizar k.	
Nastavka k., İvranya kz., Köstendil l.	Orlaniçe k.	
Buzanoz k., Modoniçe n., İzdin kz., Agrıboz l.	Orniç k.	
Zerika k., Livadiye n., Livadiye kz., Agrıboz l.	Oroviçe k.	
Kartallı Mustafa k., Hırsova kz., Silistre l.	Ortakartal k.	
İfraştani Meloho k., Siroz kz., Solkol, Paşa l.	Ortaköy k.	
Küreler-i Miyan k., Yörükan-ı Ofçabolu	Ortaküreler k.	
Ömerci k., Zağra-i Eskihisar kz., Sağkol, Paşa l.	Ortasallı k.	
Yeniceköy k., Hırsova kz., Silistre l.	Oruçhan k.	
İnebeyi k., Vodena n., Yenice-i Vardar kz., Solkol, Paşa l.	Oruçobası k.	
Alaüddinbazergan k., Silistre kz., Silistre l.	Oruçpınarı k.	
Osatniçe k., Osad n., Srebreniçe kz., Bosna l.	Osadniçe k.	
Osoyani k., Tırgovişte n., Prizrin kz.	Oslofça k.	
Kozlucaköyü mz., Harala n., Mıgalkara kz., Gelibolu l.	Osman mz.	
İlbeyikuyusu k., Varna kz., Silistre l.	Osmankuyusu k.	
Okolişte k., Berkofça kz., Paşa l.	Ostraninçe k.	
Pridil k., Ozrin n., Brod kz., Bosna l.	Ostrojinçe k.	
Prelepiça k., Arkadya n., Arkadya kz., Mora l.	Ostroviçe k.	
Biskupik k., Yarçe n., Yenibazar kz., Bosna l.	Oşovine k.	
Aratnas k., Malakas n., Belgrad kz., Avlonya l.	Oştotor k.	
Hikurs k., Malakas n., Belgrad kz., Avlonya l.	Oştotor k.	
Sondani m., Malakas n., Belgrad kz., Avlonya l.	Oştotor m.	
Arabacı Hızır k., Yanbolu kz., Silistre l.	Otacılar k.	
Kocasalası k., Mangub kz., Kefe l.	Otar k.	
Panaberüşita k., Tatarbazarı kz., Sağkol, Paşa l.	Otlukköyü k.	
Hacı Yusuf k., Çatalca n., Çatalca kz., Tırhala l.	Ömer-i Siyah k.	
Rumbeyice k., İpsala kz., Sağkol, Paşa l.	Ömerce k.	
Malkoçlu k., Tırnova kz., Niğbolu l.	Ömerfakih k.	
Eyerci k., Filibe kz., Sağkol, Paşa l.	Ömerobası k.	
Aydınobası k., Dubniçe n., Ilıca kz., Köstendil l.	Ömeroğulları k.	
Küçük Önlü k., Yörükan-ı Kocacık	Önlü-i Küçük	
Süleymanlı mz., Pınarhisar n., Vize l.	Öyücekli mz.	
Kara Murad k., Hırsova kz., Silistre l.	Özer Bahadır k.	
Sarı Nasuh k., Hırsova kz., Silistre l.	Özeroğulları k.	
Hacı İnebeyi m., Üsküb nf., Üsküb kz., Sağkol, Paşa l.	Pabuci Mehmedbey m.	
Hatib m., Yenice-i Zağra nf., Yenice-i Zağra kz., Çirmen l.	Pabuccu m.	
Livadar k., Modoniçe n., İzdin kz., Agrıboz l.	Pahomi k.	
Taraş Yiğit k., Kırkkilise kz., Vize l.	Pala Gazi Yiğit k.	
Gorna Beşoviçe k., İvraca kz., Niğbolu l.	Palamar k.	
Palamasta k., Aşağı Debri n., Debri kz., Ohri l.	Palamay k.	
Kalamije k., Platimana bölgesi, Yeni-şehir kz., Tırhala l.	Palamud k.	
Baki k., Gümülcine kz., Solkol, Paşa l.	Palasdoğancı k.	
Ayo Nikola-i Küçük m., Menlik nf., Menlik n., Timurhisar kz., Solkol, Paşa l.	Palat m.	
Barçi Marin k., İstifa n., İstifa kz., Agrıboz l.	Palata k.	
Kriva İstrane k., Vişegrad n., Vişegrad kz., Bosna l.	Pali k.	
İstavra k., Alasonya n., Alasonya kz., Tırhala l.	Palori k.	
Metaksa k., Grebene kz., Yanya l.	Paloturniko k.	
Bogorayano k., Krevukor n., Karitena kz., Mora l.	Palyokasrı k.	
Komarya k., Alasonya n., Alasonya kz., Tırhala l.	Palyokasrı k.	
Toma Boga k., Koritos n., Koritos kz., Mora l.	Palyokasrı k.	
Bahşi k., Serfiçe kz., Solkol, Paşa l.	Palyokirasiye k.	
İvraniye mz., Avlonya kz., Avlonya l.	Palyopotamo mz.	
Blasniçova k., Lofça kz., Niğbolu l.	Panaga k.	
Listena k., Karitena n., Karitena kz., Mora l.	Panaya k.	
Tetogi k., Katafiye, Dömeke n., Çatalca kz., Tırhala l.	Panaya k.	
Papa Apostol m., Agrıboz nf., Agrı-boz n., Agrıboz kz., Agrıboz l.	Panaya m.	
Kokoça k., Yanya kz., Yanya l.	Pangratluca k.	
Doboy k., Livadiye n., Livadiye kz., Agrıboz l.	Paniça k.	
Lindina k., Koron n., Koron kz., Mora l.	Paniperi k.	
Milişte k., Piştirik n., Hasha-i Arnavud kz., Prizrin l.	Panka k.	
Pandelni k., Radovine n., Hasha-i Arnavud kz., Prizrin l.	Pankal k.	
Loban k., Nevrekop kz., Solkol, Paşa l.	Papa İstayko k.	
Aya Nikola m., Serfiçe nf., Serfiçe kz., Solkol, Paşa l.	Papa Katono m.	
Manastır m., Serfiçe nf., Serfiçe kz., Solkol, Paşa l.	Papa Miloto m.	
Nihor k., Serfiçe kz., Solkol, Paşa l.	Papa Paraskeva k.	
Nihor k., Serfiçe kz., Solkol, Paşa l.	Papa Paraskeva/Kurumliye k.	
Balçıkhisar k., Vize n., Vize l.	Papa Petriye k.	
Lukaviçe k., Nevrekop kz., Solkol, Paşa l.	Papa Rayko k.	
İvladikos k., Nevrekop kz., Solkol, Paşa l.	Papa Vasil k.	
Maluşişte k., Nevrekop kz., Solkol, Paşa l.	Papa Vilkan k.	
Teblani k., Nevrekop kz., Solkol, Paşa l.	Papa Vilkan k.	
Vigne k., Mangub kz., Kefe l.	Papa Yalınız k.	
Paykovaç k., Valyeva n., Pojega kz., Semendire l.	Papadik k.	
Liçani k., Florina kz., Solkol, Paşa l.	Papadiye k.	
Podimirçi k., Ustrumca n., Ust-rumca kz., Köstendil l.	Papavniçe k.	
Papas	Papaz	
Turla k., Ürgüb n., Ürgüb kz., Alaca-hisar l.	Papelav k.	
Ruhat k., Selanik kz., Solkol, Paşa l.	Paraskeva k.	
Barmak	Parmak	
Tamla k., İzvornik n., Srebreniçe kz., İzvornik l.	Paskoviçe k.	
Çirni Cirh k., Lab n., Priştine kz.	Pastudofça k.	
Dafne k., Avlonar n., Agrıboz kz., Agrıboz l.	Paşalar k.	
Vodya k., Yenişehir n., Yenişehir kz., Tırhala l.	Paşalı k.	
Ömerce k., Şumnu kz., Niğbolu l.	Paşayiğit k.	
Çarkara k., Kızılağaç kz., Sağkol, Paşa l.	Paşayiğit k.	
Karıcık-ı Paşayiğit k., Dimetoka kz., Sağkol, Paşa l.	Paşayiğit k.	
Gora Goştiliç k., Radovine n., Hasha-i Arnavud kz., Prizrin l.	Paşkaş k.	
Mekşe k., Badracık n., Badracık kz., Tırhala l.	Paşte k.	
Haraccı Şüca m., Üsküb nf., Üsküb kz., Sağkol, Paşa l.	Paykooğlu m.	
Bazar	Pazar	
Sasalı k., Vardar n., Selanik kz., Solkol, Paşa l.	Pederli k.	
Bedriç, Köstendil l. 656	Pedriç	
Akviran k., Prevadi kz., Silistre l.	Pedriç k.	
Finiki mz., Asopoz, Mizistre n., Mizistre kz., Mora l.	Pekine mz.	
Nebivoyvoda k., Prevadi kz., Silistre l.	Pelte k.	
Alabaş k., Yenişehir n., Yenişehir kz., Tırhala l.	Pencikçi Ali k.	
Kovaçişte k., Mıralı n., Peremedi kz., Avlonya l.	Pendekutli k.	
Şibik k., Saray n., Saray kz., Bosna l.	Perçe k.	
Peremedi	Permeti	
Mokri k., Alasonya n., Alasonya kz., Tırhala l.	Pesriçe k.	
Dolyan k., Nikşik n., Nova kz., Hersek l.	Pesyaç k.	
İstefanadis k., Tırhala n., Tırhala kz., Tırhala l.	Peşterya k.	
Poton k., Tara n., Prepolye kz., Hersek l.	Petiçe k.	
İstepan Lazari m., Kalkandelen nf., Kalkandelen kz., Sağkol, Paşa l.	Petko Nikola m.	
Nikola Mamzik m., Prizrin nf., Prizrin n., Prizrin l.	Petko veled-i Ahobko (?) m.	
Lutidol k., Burmaz n., Foça kz., Hersek l.	Petkovik k.	
Lakida k., Alasonya n., Alasonya kz., Tırhala l.	Petrano k.	
Potoroşiçe k., Boyimiye n., Ust-rumca kz., Köstendil l.	Petraşniçe k.	
Katuna Miraskalava k., Aydos bölgesi, Angelikasrı kz., Karlıili l.	Petreniçe k.	
Klemente k., Podgoriçe kz., İskenderiye l.	Petreşan k.	
Şahbey çf., Sin n., Iskıradin kz., Bosna l.	Petri bşt.	
Kapso İsti k., Avlonar n., Agrıboz kz., Agrıboz l.	Petri Nikola k.	
Petrekovaç k., Petros kz., Alacahisar l.	Petrikofça k.	
Partul k., Aspiropotam, Tırhala n., Tırhala kz., Tırhala l.	Petril k.	
Pop Petri m., Novabırda nf., Novabırda kz., Vulçıtrın l.	Petrili m.	
Alarine mz., Bihlişte kz., Solkol, Paşa l.	Petrina mz.	
Glava Trakis k., Yanya kz., Yanya l.	Petro k.	
Ayo Tiryada k., İstifa n., İstifa kz., Agrıboz l.	Petro Lukişe k.	
Bodye k., Krevukor n., Karitena kz., Mora l.	Petro Mujaki k.	
Kondol k., Vulçıtrın n., Vulçıtrın kz., Vulçıtrın l.	Petrova k.	
Vuknevik k., Dubrovnik n., Saray kz., Bosna l.	Petrovagora k.	
Dolna Kostaniçe k., Ürgüb n., Ürgüb kz., Alacahisar l.	Petroviçe k.	
Beypınarı k., Çatalca n., Çatalca kz., Tırhala l.	Pınarbaşı k.	
Bogoslavçe k., Ilıca n., Ilıca kz., Kös-tendil l.	Pınarbaşı k.	
Musahacı k., Vize n., Vize l.	Pınarbaşı k.	
Obriçe k., Yenice-i Vardar kz., Solkol, Paşa l. 663	Pınarbaşı k.	
Uğurlu k., Vize n., Vize l.	Pınarbaşı k.	
Kara Hızır çel-tüknehri, Drama kz., Solkol, Paşa l.	Pınarbaşı-yi Küçük çeltüknehri	
Kurtkocalı k., Tekürdağı kz., Çirmen l.	Pınarbeyli k.	
Dervişpınarı k., Fenar n., Fenar kz., Tırhala l.	Pınarioğlu k.	
Çreşnoviçe k., Uziçe n., Pojega kz., Semendire l.	Pırkanaç k.	
Kozarine k., Sokol n., Neretva kz., Bosna l.	Pikiska Uskovine k.	
Kisteriçe k., Gümülcine kz., Solkol, Paşa l.	Pir Ali k.	
Hacı Bedir k., Sofya kz., Paşa l.	Pir Budak mz.	
Islavkoviçe k., Valyeva n., Pojega kz., Semendire l. 665	Pirçik k.	
Palologo mz., Karon, Arhos n., Arhos kz., Mora l.	Pirgo mz.	
Popiça k., Krevukor n., Karitena kz., Mora l.	Pirgos k.	
Kato Gosti k., Kalavrita n., Kalavrita kz., Mora l.	Pirgoz k.	
Radoviz k., Narda kz., Yanya l.	Pirgoz k.	
Vundima k., İstifa n., İstifa kz., Agrıboz l.	Pirgoz k.	
Pirnokos k., Karavari n., Kerpiniş kz., Tırhala l.	Pirliko k.	
Drenik k., Nogoriçe n., İştib kz., Köstendil l.	Pirlojani k.	
Kuyucuyurdu mz., Rusikasrı kz., Silistre l.	Pirşah mz.	
Protopapa m., Serfiçe nf., Serfiçe kz., Solkol, Paşa l.	Piskopi m.	
Doyrangölünefs k., Doy-rangölü n., Ustrumca kz., Köstendil l.	Piskovine/Polanine k.	
Amiraş k., Valtoz bölgesi, Angeli-kasrı kz., Karlıili l.	Pisofisto k.	
Beşik k., Sidrekapsi n., Sidrekapsi kz., Solkol, Paşa l.	Pisyak k.	
Pop Radoslav m., Sofya nf., Sofya kz., Paşa l.	Piyo Rayan m.	
